,target_gene,category,class,gene_descriptor,genomic_location_GRCh38,refseq_examples,similar_genes_functional,key_pathways,drug_associated_interactions,reference_gene,reference_gene_GenePTembedding,reference_description_GenePTembedding,target_name_GenePTembedding,target_description_GenePTembedding,reference_gene_description,target_gene_description
24,EGFR,Gene-to-Drug interactions,Gene-to-Drugs (oncogenic target),RTK with sensitizing lung-cancer mutations; predictive for EGFR TKIs.,,,,,"[{'drug_name': 'Gefitinib', 'mechanism': 'First-generation EGFR TKI', 'smiles': 'COC1=CC2=NC=NC(NC3=CC(Cl)=C(F)C=C3)=C2C=C1OCCCN4CCOCC4'}]",ERBB2,"[-0.03973693 -0.02270128 -0.02191223 ... -0.02271421 -0.01126656
 -0.00112375]","[-0.05190114 -0.01332562 -0.02219239 ... -0.02688056 -0.01498177
  0.0006127 ]","[-0.02690916 -0.01469479 -0.00301002 ... -0.03201747  0.00762225
 -0.00866805]","[-0.04124489 -0.01497961 -0.02621432 ... -0.03625169 -0.00083034
 -0.0059358 ]","Gene Symbol ERBB2 This gene encodes a member of the epidermal growth factor (EGF) receptor family of receptor tyrosine kinases. This protein has no ligand binding domain of its own and therefore cannot bind growth factors. However, it does bind tightly to other ligand-bound EGF receptor family members to form a heterodimer, stabilizing ligand binding and enhancing kinase-mediated activation of downstream signalling pathways, such as those involving mitogen-activated protein kinase and phosphatidylinositol-3 kinase. Allelic variations at amino acid positions 654 and 655 of isoform a (positions 624 and 625 of isoform b) have been reported, with the most common allele, Ile654/Ile655, shown here. Amplification and/or overexpression of this gene has been reported in numerous cancers, including breast and ovarian tumors. Alternative splicing results in several additional transcript variants, some encoding different isoforms and others that have not been fully characterized.","Gene Symbol EGFR The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2)."
25,EGFR,Gene-to-Drug interactions,Gene-to-Drugs (oncogenic target),RTK with sensitizing lung-cancer mutations; predictive for EGFR TKIs.,,,,,"[{'drug_name': 'Gefitinib', 'mechanism': 'First-generation EGFR TKI', 'smiles': 'COC1=CC2=NC=NC(NC3=CC(Cl)=C(F)C=C3)=C2C=C1OCCCN4CCOCC4'}]",ERBB3,"[-0.03843002 -0.02428581 -0.02038618 ... -0.01714293 -0.00102719
 -0.01359079]","[-0.05184197 -0.02433399 -0.02768862 ... -0.02714672 -0.01335402
  0.00578674]","[-0.02690916 -0.01469479 -0.00301002 ... -0.03201747  0.00762225
 -0.00866805]","[-0.04124489 -0.01497961 -0.02621432 ... -0.03625169 -0.00083034
 -0.0059358 ]","Gene Symbol ERBB3 This gene encodes a member of the epidermal growth factor receptor (EGFR) family of receptor tyrosine kinases. This membrane-bound protein has a neuregulin binding domain but not an active kinase domain. It therefore can bind this ligand but not convey the signal into the cell through protein phosphorylation. However, it does form heterodimers with other EGF receptor family members which do have kinase activity. Heterodimerization leads to the activation of pathways which lead to cell proliferation or differentiation. Amplification of this gene and/or overexpression of its protein have been reported in numerous cancers, including prostate, bladder, and breast tumors. Alternate transcriptional splice variants encoding different isoforms have been characterized. One isoform lacks the intermembrane region and is secreted outside the cell. This form acts to modulate the activity of the membrane-bound form. Additional splice variants have also been reported, but they have not been thoroughly characterized.","Gene Symbol EGFR The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2)."
26,EGFR,Gene-to-Drug interactions,Gene-to-Drugs (oncogenic target),RTK with sensitizing lung-cancer mutations; predictive for EGFR TKIs.,,,,,"[{'drug_name': 'Gefitinib', 'mechanism': 'First-generation EGFR TKI', 'smiles': 'COC1=CC2=NC=NC(NC3=CC(Cl)=C(F)C=C3)=C2C=C1OCCCN4CCOCC4'}]",ERBB4,"[-0.04012247 -0.0167493  -0.02312035 ... -0.01822829 -0.00541034
 -0.00895613]","[-0.04282229 -0.02361277 -0.01911939 ... -0.0226729  -0.01279776
 -0.00425519]","[-0.02690916 -0.01469479 -0.00301002 ... -0.03201747  0.00762225
 -0.00866805]","[-0.04124489 -0.01497961 -0.02621432 ... -0.03625169 -0.00083034
 -0.0059358 ]","Gene Symbol ERBB4 This gene is a member of the Tyr protein kinase family and the epidermal growth factor receptor subfamily. It encodes a single-pass type I membrane protein with multiple cysteine rich domains, a transmembrane domain, a tyrosine kinase domain, a phosphotidylinositol-3 kinase binding site and a PDZ domain binding motif. The protein binds to and is activated by neuregulins and other factors and induces a variety of cellular responses including mitogenesis and differentiation. Multiple proteolytic events allow for the release of a cytoplasmic fragment and an extracellular fragment. Mutations in this gene have been associated with cancer. Alternatively spliced variants which encode different protein isoforms have been described; however, not all variants have been fully characterized.","Gene Symbol EGFR The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2)."
27,EGFR,Gene-to-Drug interactions,Gene-to-Drugs (oncogenic target),RTK with sensitizing lung-cancer mutations; predictive for EGFR TKIs.,,,,,"[{'drug_name': 'Gefitinib', 'mechanism': 'First-generation EGFR TKI', 'smiles': 'COC1=CC2=NC=NC(NC3=CC(Cl)=C(F)C=C3)=C2C=C1OCCCN4CCOCC4'}]",MET,"[-0.02402196 -0.02636453 -0.00732585 ... -0.01712204 -0.02576824
 -0.02008929]","[-0.03663062 -0.01542683 -0.02387208 ... -0.0351799  -0.02354825
  0.00198016]","[-0.02690916 -0.01469479 -0.00301002 ... -0.03201747  0.00762225
 -0.00866805]","[-0.04124489 -0.01497961 -0.02621432 ... -0.03625169 -0.00083034
 -0.0059358 ]","Gene Symbol MET This gene encodes a member of the receptor tyrosine kinase family of proteins and the product of the proto-oncogene MET. The encoded preproprotein is proteolytically processed to generate alpha and beta subunits that are linked via disulfide bonds to form the mature receptor. Further processing of the beta subunit results in the formation of the M10 peptide, which has been shown to reduce lung fibrosis. Binding of its ligand, hepatocyte growth factor, induces dimerization and activation of the receptor, which plays a role in cellular survival, embryogenesis, and cellular migration and invasion. Mutations in this gene are associated with papillary renal cell carcinoma, hepatocellular carcinoma, and various head and neck cancers. Amplification and overexpression of this gene are also associated with multiple human cancers.","Gene Symbol EGFR The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2)."
28,ERBB2,Gene-to-Drug interactions,Gene-to-Drugs (oncogenic target),Amplified/overexpressed RTK; defines HER2+ cancers with multiple targeted therapies.,17q12,,,,"[{'drug_name': 'Neratinib', 'mechanism': 'Covalent pan-ERBB inhibitor', 'smiles': 'CCOC1=C(NC(=O)/C=C/CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C#N)N=CC2=C1'}]",,,,,,No Description,"Gene Symbol ERBB2 This gene encodes a member of the epidermal growth factor (EGF) receptor family of receptor tyrosine kinases. This protein has no ligand binding domain of its own and therefore cannot bind growth factors. However, it does bind tightly to other ligand-bound EGF receptor family members to form a heterodimer, stabilizing ligand binding and enhancing kinase-mediated activation of downstream signalling pathways, such as those involving mitogen-activated protein kinase and phosphatidylinositol-3 kinase. Allelic variations at amino acid positions 654 and 655 of isoform a (positions 624 and 625 of isoform b) have been reported, with the most common allele, Ile654/Ile655, shown here. Amplification and/or overexpression of this gene has been reported in numerous cancers, including breast and ovarian tumors. Alternative splicing results in several additional transcript variants, some encoding different isoforms and others that have not been fully characterized."
29,HBB,Genome importance → disease,Disease gene (hemoglobinopathy),β-globin subunit of adult hemoglobin; point mutations cause sickle cell disease and β-thalassemia.,11p15.4,['NM_000518.5'],"['HBA1', 'HBA2', 'HBD', 'HBG1', 'BCL11A']",,"[{'drug_name': 'Hydroxyurea', 'mechanism': 'HbF induction'}, {'drug_name': 'Voxelotor', 'mechanism': 'Inhibits HbS polymerization'}]",HBA1,"[-0.01637231 -0.02451847 -0.00535967 ... -0.02786493  0.00194988
 -0.00175822]","[-0.0208567  -0.0131723  -0.00552089 ... -0.03007797 -0.00451499
 -0.00986768]","[-0.01766844 -0.02857318 -0.02138157 ... -0.01628809  0.00251396
 -0.00116294]","[-0.01823345 -0.01092571 -0.00492734 ... -0.03032814  0.00376489
 -0.00237061]","Gene Symbol HBA1 The human alpha globin gene cluster located on chromosome 16 spans about 30 kb and includes seven loci: 5'- zeta - pseudozeta - mu - pseudoalpha-1 - alpha-2 - alpha-1 - theta - 3'. The alpha-2 (HBA2) and alpha-1 (HBA1) coding sequences are identical. These genes differ slightly over the 5' untranslated regions and the introns, but they differ significantly over the 3' untranslated regions. Two alpha chains plus two beta chains constitute HbA, which in normal adult life comprises about 97% of the total hemoglobin; alpha chains combine with delta chains to constitute HbA-2, which with HbF (fetal hemoglobin) makes up the remaining 3% of adult hemoglobin. Alpha thalassemias result from deletions of each of the alpha genes as well as deletions of both HBA2 and HBA1; some nondeletion alpha thalassemias have also been reported.","Gene Symbol HBB The alpha (HBA) and beta (HBB) loci determine the structure of the 2 types of polypeptide chains in adult hemoglobin, Hb A. The normal adult hemoglobin tetramer consists of two alpha chains and two beta chains. Mutant beta globin causes sickle cell anemia. Absence of beta chain causes beta-zero-thalassemia. Reduced amounts of detectable beta globin causes beta-plus-thalassemia. The order of the genes in the beta-globin cluster is 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'."
30,HBB,Genome importance → disease,Disease gene (hemoglobinopathy),β-globin subunit of adult hemoglobin; point mutations cause sickle cell disease and β-thalassemia.,11p15.4,['NM_000518.5'],"['HBA1', 'HBA2', 'HBD', 'HBG1', 'BCL11A']",,"[{'drug_name': 'Hydroxyurea', 'mechanism': 'HbF induction'}, {'drug_name': 'Voxelotor', 'mechanism': 'Inhibits HbS polymerization'}]",HBA2,"[-0.02935298 -0.0245774  -0.0065042  ... -0.02559978 -0.00918121
  0.0022045 ]","[-0.02210196 -0.01312635 -0.00601128 ... -0.02918728 -0.00534704
 -0.0091012 ]","[-0.01766844 -0.02857318 -0.02138157 ... -0.01628809  0.00251396
 -0.00116294]","[-0.01823345 -0.01092571 -0.00492734 ... -0.03032814  0.00376489
 -0.00237061]","Gene Symbol HBA2 The human alpha globin gene cluster located on chromosome 16 spans about 30 kb and includes seven loci: 5'- zeta - pseudozeta - mu - pseudoalpha-1 - alpha-2 - alpha-1 - theta - 3'. The alpha-2 (HBA2) and alpha-1 (HBA1) coding sequences are identical. These genes differ slightly over the 5' untranslated regions and the introns, but they differ significantly over the 3' untranslated regions. Two alpha chains plus two beta chains constitute HbA, which in normal adult life comprises about 97% of the total hemoglobin; alpha chains combine with delta chains to constitute HbA-2, which with HbF (fetal hemoglobin) makes up the remaining 3% of adult hemoglobin. Alpha thalassemias result from deletions of each of the alpha genes as well as deletions of both HBA2 and HBA1; some nondeletion alpha thalassemias have also been reported.","Gene Symbol HBB The alpha (HBA) and beta (HBB) loci determine the structure of the 2 types of polypeptide chains in adult hemoglobin, Hb A. The normal adult hemoglobin tetramer consists of two alpha chains and two beta chains. Mutant beta globin causes sickle cell anemia. Absence of beta chain causes beta-zero-thalassemia. Reduced amounts of detectable beta globin causes beta-plus-thalassemia. The order of the genes in the beta-globin cluster is 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'."
31,HBB,Genome importance → disease,Disease gene (hemoglobinopathy),β-globin subunit of adult hemoglobin; point mutations cause sickle cell disease and β-thalassemia.,11p15.4,['NM_000518.5'],"['HBA1', 'HBA2', 'HBD', 'HBG1', 'BCL11A']",,"[{'drug_name': 'Hydroxyurea', 'mechanism': 'HbF induction'}, {'drug_name': 'Voxelotor', 'mechanism': 'Inhibits HbS polymerization'}]",HBD,"[-0.00460725 -0.02261742 -0.00696799 ... -0.00984277 -0.00414716
  0.00431216]","[-0.03413737 -0.02417831 -0.00539856 ... -0.02018351 -0.00769627
  0.00766135]","[-0.01766844 -0.02857318 -0.02138157 ... -0.01628809  0.00251396
 -0.00116294]","[-0.01823345 -0.01092571 -0.00492734 ... -0.03032814  0.00376489
 -0.00237061]",Gene Symbol HBD,"Gene Symbol HBB The alpha (HBA) and beta (HBB) loci determine the structure of the 2 types of polypeptide chains in adult hemoglobin, Hb A. The normal adult hemoglobin tetramer consists of two alpha chains and two beta chains. Mutant beta globin causes sickle cell anemia. Absence of beta chain causes beta-zero-thalassemia. Reduced amounts of detectable beta globin causes beta-plus-thalassemia. The order of the genes in the beta-globin cluster is 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'."
32,HBB,Genome importance → disease,Disease gene (hemoglobinopathy),β-globin subunit of adult hemoglobin; point mutations cause sickle cell disease and β-thalassemia.,11p15.4,['NM_000518.5'],"['HBA1', 'HBA2', 'HBD', 'HBG1', 'BCL11A']",,"[{'drug_name': 'Hydroxyurea', 'mechanism': 'HbF induction'}, {'drug_name': 'Voxelotor', 'mechanism': 'Inhibits HbS polymerization'}]",HBG1,"[-0.00464011 -0.00958822 -0.02441246 ... -0.03789757 -0.00138098
 -0.00463341]","[-0.01171508 -0.01855711 -0.0236804  ... -0.05349821  0.01238677
  0.00594644]","[-0.01766844 -0.02857318 -0.02138157 ... -0.01628809  0.00251396
 -0.00116294]","[-0.01823345 -0.01092571 -0.00492734 ... -0.03032814  0.00376489
 -0.00237061]","Gene Symbol HBG1 The gamma globin genes (HBG1 and HBG2) are normally expressed in the fetal liver, spleen and bone marrow. Two gamma chains together with two alpha chains constitute fetal hemoglobin (HbF) which is normally replaced by adult hemoglobin (HbA) at birth. In some beta-thalassemias and related conditions, gamma chain production continues into adulthood. The two types of gamma chains differ at residue 136 where glycine is found in the G-gamma product (HBG2) and alanine is found in the A-gamma product (HBG1). The former is predominant at birth. The order of the genes in the beta-globin cluster is: 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'.","Gene Symbol HBB The alpha (HBA) and beta (HBB) loci determine the structure of the 2 types of polypeptide chains in adult hemoglobin, Hb A. The normal adult hemoglobin tetramer consists of two alpha chains and two beta chains. Mutant beta globin causes sickle cell anemia. Absence of beta chain causes beta-zero-thalassemia. Reduced amounts of detectable beta globin causes beta-plus-thalassemia. The order of the genes in the beta-globin cluster is 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'."
33,HBB,Genome importance → disease,Disease gene (hemoglobinopathy),β-globin subunit of adult hemoglobin; point mutations cause sickle cell disease and β-thalassemia.,11p15.4,['NM_000518.5'],"['HBA1', 'HBA2', 'HBD', 'HBG1', 'BCL11A']",,"[{'drug_name': 'Hydroxyurea', 'mechanism': 'HbF induction'}, {'drug_name': 'Voxelotor', 'mechanism': 'Inhibits HbS polymerization'}]",BCL11A,"[-0.02253124 -0.02362801  0.00270977 ... -0.03412183 -0.00844921
 -0.01791396]","[-0.03956091 -0.01732909 -0.00430945 ... -0.03194602 -0.01666409
  0.00013141]","[-0.01766844 -0.02857318 -0.02138157 ... -0.01628809  0.00251396
 -0.00116294]","[-0.01823345 -0.01092571 -0.00492734 ... -0.03032814  0.00376489
 -0.00237061]","Gene Symbol BCL11A This gene encodes a C2H2 type zinc-finger protein by its similarity to the mouse Bcl11a/Evi9 protein. The corresponding mouse gene is a common site of retroviral integration in myeloid leukemia, and may function as a leukemia disease gene, in part, through its interaction with BCL6. During hematopoietic cell differentiation, this gene is down-regulated. It is possibly involved in lymphoma pathogenesis since translocations associated with B-cell malignancies also deregulates its expression. Multiple transcript variants encoding several different isoforms have been found for this gene.","Gene Symbol HBB The alpha (HBA) and beta (HBB) loci determine the structure of the 2 types of polypeptide chains in adult hemoglobin, Hb A. The normal adult hemoglobin tetramer consists of two alpha chains and two beta chains. Mutant beta globin causes sickle cell anemia. Absence of beta chain causes beta-zero-thalassemia. Reduced amounts of detectable beta globin causes beta-plus-thalassemia. The order of the genes in the beta-globin cluster is 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'."
34,MAPK3,Gene-to-Gene interaction hubs,Interaction hub (MAP kinase),"ERK1 kinase in the canonical MAPK cascade, controlling proliferation/differentiation in response to RTK/RAS signals.",16p11.2,,"['MAPK1', 'MAP2K1', 'MAP2K2', 'BRAF', 'KRAS']",,,KRAS,"[-0.01008843 -0.00871488  0.00258469 ...  0.00605914  0.00539267
  0.01406019]","[-0.03938079 -0.00399591 -0.00489302 ... -0.0087805  -0.00564226
  0.01378854]","[-0.03704365 -0.01392078 -0.01215617 ... -0.0094243  -0.00606502
 -0.00444092]","[-0.04419659 -0.02888599 -0.0189341  ... -0.02142208 -0.00571915
 -0.00172404]","Gene Symbol KRAS This gene, a Kirsten ras oncogene homolog from the mammalian ras gene family, encodes a protein that is a member of the small GTPase superfamily. A single amino acid substitution is responsible for an activating mutation. The transforming protein that results is implicated in various malignancies, including lung adenocarcinoma, mucinous adenoma, ductal carcinoma of the pancreas and colorectal carcinoma. Alternative splicing leads to variants encoding two isoforms that differ in the C-terminal region.","Gene Symbol MAPK3 The protein encoded by this gene is a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act in a signaling cascade that regulates various cellular processes such as proliferation, differentiation, and cell cycle progression in response to a variety of extracellular signals. This kinase is activated by upstream kinases, resulting in its translocation to the nucleus where it phosphorylates nuclear targets. Alternatively spliced transcript variants encoding different protein isoforms have been described."
35,MAPK3,Gene-to-Gene interaction hubs,Interaction hub (MAP kinase),"ERK1 kinase in the canonical MAPK cascade, controlling proliferation/differentiation in response to RTK/RAS signals.",16p11.2,,"['MAPK1', 'MAP2K1', 'MAP2K2', 'BRAF', 'KRAS']",,,MAPK1,"[-0.03283268 -0.01579859 -0.01669236 ... -0.01116548 -0.00612491
 -0.00412051]","[-0.03843061 -0.02147365 -0.01475023 ... -0.01788611 -0.00161149
 -0.00174861]","[-0.03704365 -0.01392078 -0.01215617 ... -0.0094243  -0.00606502
 -0.00444092]","[-0.04419659 -0.02888599 -0.0189341  ... -0.02142208 -0.00571915
 -0.00172404]","Gene Symbol MAPK1 This gene encodes a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act as an integration point for multiple biochemical signals, and are involved in a wide variety of cellular processes such as proliferation, differentiation, transcription regulation and development. The activation of this kinase requires its phosphorylation by upstream kinases. Upon activation, this kinase translocates to the nucleus of the stimulated cells, where it phosphorylates nuclear targets. One study also suggests that this protein acts as a transcriptional repressor independent of its kinase activity. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. Two alternatively spliced transcript variants encoding the same protein, but differing in the UTRs, have been reported for this gene.","Gene Symbol MAPK3 The protein encoded by this gene is a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act in a signaling cascade that regulates various cellular processes such as proliferation, differentiation, and cell cycle progression in response to a variety of extracellular signals. This kinase is activated by upstream kinases, resulting in its translocation to the nucleus where it phosphorylates nuclear targets. Alternatively spliced transcript variants encoding different protein isoforms have been described."
36,MAPK3,Gene-to-Gene interaction hubs,Interaction hub (MAP kinase),"ERK1 kinase in the canonical MAPK cascade, controlling proliferation/differentiation in response to RTK/RAS signals.",16p11.2,,"['MAPK1', 'MAP2K1', 'MAP2K2', 'BRAF', 'KRAS']",,,MAP2K1,"[-0.0287665  -0.00574868 -0.0039128  ... -0.00709917 -0.02031353
 -0.00911996]","[-0.04568613 -0.0192302  -0.01684724 ... -0.01947362 -0.01170339
 -0.00193615]","[-0.03704365 -0.01392078 -0.01215617 ... -0.0094243  -0.00606502
 -0.00444092]","[-0.04419659 -0.02888599 -0.0189341  ... -0.02142208 -0.00571915
 -0.00172404]","Gene Symbol MAP2K1 The protein encoded by this gene is a member of the dual specificity protein kinase family, which acts as a mitogen-activated protein (MAP) kinase kinase. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act as an integration point for multiple biochemical signals. This protein kinase lies upstream of MAP kinases and stimulates the enzymatic activity of MAP kinases upon wide variety of extra- and intracellular signals. As an essential component of MAP kinase signal transduction pathway, this kinase is involved in many cellular processes such as proliferation, differentiation, transcription regulation and development.","Gene Symbol MAPK3 The protein encoded by this gene is a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act in a signaling cascade that regulates various cellular processes such as proliferation, differentiation, and cell cycle progression in response to a variety of extracellular signals. This kinase is activated by upstream kinases, resulting in its translocation to the nucleus where it phosphorylates nuclear targets. Alternatively spliced transcript variants encoding different protein isoforms have been described."
37,MAPK3,Gene-to-Gene interaction hubs,Interaction hub (MAP kinase),"ERK1 kinase in the canonical MAPK cascade, controlling proliferation/differentiation in response to RTK/RAS signals.",16p11.2,,"['MAPK1', 'MAP2K1', 'MAP2K2', 'BRAF', 'KRAS']",,,MAP2K2,"[-0.03017581 -0.00474059 -0.00509432 ... -0.00980516 -0.02310129
 -0.00653897]","[-0.05347928 -0.01422736 -0.01660508 ... -0.01194059 -0.01872295
 -0.00866635]","[-0.03704365 -0.01392078 -0.01215617 ... -0.0094243  -0.00606502
 -0.00444092]","[-0.04419659 -0.02888599 -0.0189341  ... -0.02142208 -0.00571915
 -0.00172404]","Gene Symbol MAP2K2 The protein encoded by this gene is a dual specificity protein kinase that belongs to the MAP kinase kinase family. This kinase is known to play a critical role in mitogen growth factor signal transduction. It phosphorylates and thus activates MAPK1/ERK2 and MAPK2/ERK3. The activation of this kinase itself is dependent on the Ser/Thr phosphorylation by MAP kinase kinase kinases. Mutations in this gene cause cardiofaciocutaneous syndrome (CFC syndrome), a disease characterized by heart defects, cognitive disability, and distinctive facial features similar to those found in Noonan syndrome. The inhibition or degradation of this kinase is also found to be involved in the pathogenesis of Yersinia and anthrax. A pseudogene, which is located on chromosome 7, has been identified for this gene.","Gene Symbol MAPK3 The protein encoded by this gene is a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act in a signaling cascade that regulates various cellular processes such as proliferation, differentiation, and cell cycle progression in response to a variety of extracellular signals. This kinase is activated by upstream kinases, resulting in its translocation to the nucleus where it phosphorylates nuclear targets. Alternatively spliced transcript variants encoding different protein isoforms have been described."
38,MAPK3,Gene-to-Gene interaction hubs,Interaction hub (MAP kinase),"ERK1 kinase in the canonical MAPK cascade, controlling proliferation/differentiation in response to RTK/RAS signals.",16p11.2,,"['MAPK1', 'MAP2K1', 'MAP2K2', 'BRAF', 'KRAS']",,,BRAF,"[-0.03967857 -0.02324105 -0.02755168 ... -0.01100379 -0.00164489
 -0.00047432]","[-0.04344004 -0.01453127 -0.02785801 ... -0.01064858 -0.01150072
  0.00168506]","[-0.03704365 -0.01392078 -0.01215617 ... -0.0094243  -0.00606502
 -0.00444092]","[-0.04419659 -0.02888599 -0.0189341  ... -0.02142208 -0.00571915
 -0.00172404]","Gene Symbol BRAF This gene encodes a protein belonging to the RAF family of serine/threonine protein kinases. This protein plays a role in regulating the MAP kinase/ERK signaling pathway, which affects cell division, differentiation, and secretion. Mutations in this gene, most commonly the V600E mutation, are the most frequently identified cancer-causing mutations in melanoma, and have been identified in various other cancers as well, including non-Hodgkin lymphoma, colorectal cancer, thyroid carcinoma, non-small cell lung carcinoma, hairy cell leukemia and adenocarcinoma of lung. Mutations in this gene are also associated with cardiofaciocutaneous, Noonan, and Costello syndromes, which exhibit overlapping phenotypes. A pseudogene of this gene has been identified on the X chromosome.","Gene Symbol MAPK3 The protein encoded by this gene is a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act in a signaling cascade that regulates various cellular processes such as proliferation, differentiation, and cell cycle progression in response to a variety of extracellular signals. This kinase is activated by upstream kinases, resulting in its translocation to the nucleus where it phosphorylates nuclear targets. Alternatively spliced transcript variants encoding different protein isoforms have been described."
39,MYC,Gene-to-Gene interaction hubs,Interaction hub (transcription factor),Global regulator of proliferation and metabolism via E-box transcription; broadly dysregulated in cancer.,8q24.21,,"['MYCN', 'MYCL', 'MAX', 'MXD1']",,,MYCN,"[-0.02427402 -0.01487592 -0.00455385 ...  0.00096109 -0.00466935
 -0.0246436 ]","[-0.05070695 -0.01319612 -0.0069892  ... -0.00637364 -0.02900838
 -0.00180982]","[-0.01787887 -0.02631487 -0.00856526 ... -0.00399349  0.0023301
 -0.01639577]","[-0.04821786 -0.02979015 -0.01801909 ... -0.01323421 -0.00964884
 -0.00450148]","Gene Symbol MYCN This gene is a member of the MYC family and encodes a protein with a basic helix-loop-helix (bHLH) domain. This protein is located in the nucleus and must dimerize with another bHLH protein in order to bind DNA. Amplification of this gene is associated with a variety of tumors, most notably neuroblastomas. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene.","Gene Symbol MYC This gene is a proto-oncogene and encodes a nuclear phosphoprotein that plays a role in cell cycle progression, apoptosis and cellular transformation. The encoded protein forms a heterodimer with the related transcription factor MAX. This complex binds to the E box DNA consensus sequence and regulates the transcription of specific target genes. Amplification of this gene is frequently observed in numerous human cancers. Translocations involving this gene are associated with Burkitt lymphoma and multiple myeloma in human patients. There is evidence to show that translation initiates both from an upstream, in-frame non-AUG (CUG) and a downstream AUG start site, resulting in the production of two isoforms with distinct N-termini."
40,MYC,Gene-to-Gene interaction hubs,Interaction hub (transcription factor),Global regulator of proliferation and metabolism via E-box transcription; broadly dysregulated in cancer.,8q24.21,,"['MYCN', 'MYCL', 'MAX', 'MXD1']",,,MYCL,"[-0.01295644 -0.02158235 -0.00129793 ... -0.02273529 -0.01339231
 -0.03253522]","[-0.04183834 -0.02143196 -0.01230694 ...  0.00102722 -0.00105023
 -0.01826318]","[-0.01787887 -0.02631487 -0.00856526 ... -0.00399349  0.0023301
 -0.01639577]","[-0.04821786 -0.02979015 -0.01801909 ... -0.01323421 -0.00964884
 -0.00450148]","Gene Symbol MYCL Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to act upstream of or within regulation of inner ear auditory receptor cell differentiation. Located in chromosome and nucleoplasm.","Gene Symbol MYC This gene is a proto-oncogene and encodes a nuclear phosphoprotein that plays a role in cell cycle progression, apoptosis and cellular transformation. The encoded protein forms a heterodimer with the related transcription factor MAX. This complex binds to the E box DNA consensus sequence and regulates the transcription of specific target genes. Amplification of this gene is frequently observed in numerous human cancers. Translocations involving this gene are associated with Burkitt lymphoma and multiple myeloma in human patients. There is evidence to show that translation initiates both from an upstream, in-frame non-AUG (CUG) and a downstream AUG start site, resulting in the production of two isoforms with distinct N-termini."
